podcast,episode,diarization,survey,agent,finished
Politisk kvarter,SV beskyldes for oljekupp,"{""SPEAKER_00"": ""Hildegunn Blindheim"", ""SPEAKER_03"": ""Bj\u00f8rn Myklebust"", ""SPEAKER_02"": """", ""SPEAKER_01"": """"}","{""political"": ""Neutral / Independent""}",Adam,0
Politisk kvarter,Høyre angripes fra Venstre og regjeringen,"{""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_02"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_01"": """"}","{""political"": null}",Adam,0
Stetoskopet – Tidsskriftets podkast,Laterale ankelligamentskader,"{""SPEAKER_01"": ""Synne Muggerud S\u00f8rensen"", ""SPEAKER_00"": ""Ole Kristian Bruun""}","{""political"": null}",Håvar,0
The Daily,The U.S. Banned Spyware — and Then Kept Trying to Use It,"{""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The Daily,The U.S. Banned Spyware — and Then Kept Trying to Use It,"{""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",5db06d3018230d00150d3fd2,0
The Daily,The U.S. Banned Spyware — and Then Kept Trying to Use It,"{""SPEAKER_04"": ""Sabrina Tavernisi "", ""SPEAKER_03"": ""Mark Mazzetti"", ""SPEAKER_01"": ""Mark Mazzetti"", ""SPEAKER_00"": ""Sabrina Tavernisi"", ""SPEAKER_05"": ""Mark Mazzetti"", ""SPEAKER_02"": ""Sabrina Tavernisi""}","{""political"": null}",614f86b9efcf777c2fc33bbc,0
The Daily,The U.S. Banned Spyware — and Then Kept Trying to Use It,"{""SPEAKER_04"": ""Sabrina Tavernisi"", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",62bb5f8e69db3057664fbed3,0
The Daily,The U.S. Banned Spyware — and Then Kept Trying to Use It,"{""SPEAKER_04"": ""Sabrina Tavernise"", ""SPEAKER_03"": ""Mark Mazzetti"", ""SPEAKER_01"": ""unknown"", ""SPEAKER_00"": ""unknown"", ""SPEAKER_05"": ""unknown"", ""SPEAKER_02"": ""unknown""}","{""political"": null, ""attention"": [165, 129], ""feedback"": ""This task took significantly longer than there was payment for the amount of effort that was involved. This was an extremely involved task, and not particularly normal for what is expected on prolific. If you are expecting this level of interacting with your tasks, you need to be paying in the range of \u00a39.00 per hour or more. This task should have been a minimum of \u00a35.50-6 all the way up to \u00a37.50 to be fair for the amount of effort. This is literally editing your podcast transcriptions for you.""}",641f37e126bc408648ad6998,1
The Daily,The Day Title 42 Ended,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """", ""SPEAKER_04"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The Daily,The Day Title 42 Ended,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """", ""SPEAKER_04"": """"}",,5f8ac3760d1aa703601582ef,0
The Daily,The Day Title 42 Ended,"{""SPEAKER_03"": ""Michael Barbaro"", ""SPEAKER_02"": ""UNKNOWN"", ""SPEAKER_01"": ""Natalie Kitcheoff"", ""SPEAKER_00"": ""UNKNOWN"", ""SPEAKER_04"": ""UNKNOWN""}","{""political"": null}",5db598f48cf15c000b57eb36,1
The Daily,The Day Title 42 Ended,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """", ""SPEAKER_04"": """"}","{""political"": null}",5f8bad1242efeb2f49156f51,0
The Daily,The Day Title 42 Ended,"{""SPEAKER_03"": ""Michael Barbaro"", ""SPEAKER_02"": ""Michael Barbaro"", ""SPEAKER_01"": ""Natalie Kitchoeff"", ""SPEAKER_00"": ""Wasn't mentioned"", ""SPEAKER_04"": ""Wasn't mentioned""}","{""political"": null, ""attention"": [206, 82, 67], ""feedback"": ""So I was confused about what to do for the audio that said attention check, since I was supposed to transcribe what I heard I typed out \""This is an attention check.\"" for the statements that played audio saying that I think that is what I was supposed to do but I'm not sure. Also There were not multiple different people speaking there were only two I labeled those names and for the speakers that weren't mentioned I wrote \""Wasn't mentioned\"" since I had to enter something in order to submit.""}",6074b929f753216d88c77e88,1
The Daily,Biden’s Radical Option to End the Debt Fight,"{""SPEAKER_04"": """", ""SPEAKER_02"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_01"": """"}",,63fcefec094f31b9a70bc2c0,0
The Daily,Biden’s Radical Option to End the Debt Fight,"{""SPEAKER_04"": ""Sabrina Tavernise"", ""SPEAKER_02"": ""Joe Biden"", ""SPEAKER_03"": ""Jim Tankersley"", ""SPEAKER_00"": ""UNKNOWN"", ""SPEAKER_01"": ""UNKNOWN""}","{""political"": null}",5db598f48cf15c000b57eb36,1
The Daily,Biden’s Radical Option to End the Debt Fight,"{""SPEAKER_04"": ""Sabrina Tavernese"", ""SPEAKER_02"": ""Joe Biden"", ""SPEAKER_03"": ""Jim Tankersley"", ""SPEAKER_00"": ""Obama"", ""SPEAKER_01"": ""UNKNOWN""}","{""political"": null}",61103c2b7810420e5f23f437,1
"The Doctor's Farmacy with Mark Hyman, M.D.",Is Hormonal Imbalance The Cause Of Your Resistance To Weight Loss?,"{""SPEAKER_01"": """", ""SPEAKER_00"": """"}",,63fcefec094f31b9a70bc2c0,0
"The Doctor's Farmacy with Mark Hyman, M.D.",Is Hormonal Imbalance The Cause Of Your Resistance To Weight Loss?,"{""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
"The Doctor's Farmacy with Mark Hyman, M.D.",Is Hormonal Imbalance The Cause Of Your Resistance To Weight Loss?,"{""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
"The Doctor's Farmacy with Mark Hyman, M.D.",Is Hormonal Imbalance The Cause Of Your Resistance To Weight Loss?,"{""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
"The Doctor's Farmacy with Mark Hyman, M.D.",Is Hormonal Imbalance The Cause Of Your Resistance To Weight Loss?,"{""SPEAKER_01"": ""Unknown"", ""SPEAKER_00"": ""Dr. Mark Hyman""}","{""political"": null}",62ec764dc55e2bc68f0973c4,1
"The Doctor's Farmacy with Mark Hyman, M.D.",Is Hormonal Imbalance The Cause Of Your Resistance To Weight Loss?,"{""SPEAKER_01"": ""External Advertiser (imf.org)"", ""SPEAKER_00"": ""Mark Hyman, M.D.""}","{""political"": null}",5c683cd8c643f400012ea0dc,1
"The Doctor's Farmacy with Mark Hyman, M.D.",How To Stay Asleep And Sleep More Deeply,"{""SPEAKER_00"": """", ""SPEAKER_01"": """"}",,63fcefec094f31b9a70bc2c0,0
"The Doctor's Farmacy with Mark Hyman, M.D.",How To Stay Asleep And Sleep More Deeply,"{""SPEAKER_00"": """", ""SPEAKER_01"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
"The Doctor's Farmacy with Mark Hyman, M.D.",How To Stay Asleep And Sleep More Deeply,"{""SPEAKER_00"": """", ""SPEAKER_01"": """"}",,63fcefec094f31b9a70bc2c0,0
"The Doctor's Farmacy with Mark Hyman, M.D.",How To Stay Asleep And Sleep More Deeply,"{""SPEAKER_00"": """", ""SPEAKER_01"": """"}","{""political"": null}",5df2f36b617219204de98060,0
"The Doctor's Farmacy with Mark Hyman, M.D.",How To Stay Asleep And Sleep More Deeply,"{""SPEAKER_00"": """", ""SPEAKER_01"": """"}","{""political"": null}",63dc20867321a34c12c8a77b,0
"The Doctor's Farmacy with Mark Hyman, M.D.",How To Stay Asleep And Sleep More Deeply,"{""SPEAKER_00"": ""Dr. Mark Hyman"", ""SPEAKER_01"": ""UNKNOWN""}","{""political"": null}",60ff8ef5687d522fc499537b,1
"The Doctor's Farmacy with Mark Hyman, M.D.",How To Stay Asleep And Sleep More Deeply,"{""SPEAKER_00"": ""Narrator"", ""SPEAKER_01"": ""Dr. Mark Hyman""}","{""political"": null}",631b4e3dc9337c6f76377bf8,1
The Fox News Rundown,Evening Edition: Will The Israel-Gaza Ceasefire Last Or Is A Worse Conflict Coming?,"{""SPEAKER_02"": ""\u00e5oohu\u00e6\u00e6"", ""SPEAKER_00"": ""asdfasd"", ""SPEAKER_01"": ""asdf"", ""SPEAKER_03"": ""asdadff""}","{""political"": null, ""attention"": [30, 43], ""feedback"": ""I'm a loser""}",loser,1
The Fox News Rundown,Evening Edition: Will The Israel-Gaza Ceasefire Last Or Is A Worse Conflict Coming?,"{""SPEAKER_02"": """", ""SPEAKER_00"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The Fox News Rundown,Evening Edition: Will The Israel-Gaza Ceasefire Last Or Is A Worse Conflict Coming?,"{""SPEAKER_02"": """", ""SPEAKER_00"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """"}",,63fcefec094f31b9a70bc2c0,0
The Fox News Rundown,Evening Edition: Will The Israel-Gaza Ceasefire Last Or Is A Worse Conflict Coming?,"{""SPEAKER_02"": """", ""SPEAKER_00"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The Fox News Rundown,Evening Edition: Will The Israel-Gaza Ceasefire Last Or Is A Worse Conflict Coming?,"{""SPEAKER_02"": """", ""SPEAKER_00"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The Fox News Rundown,Evening Edition: Will The Israel-Gaza Ceasefire Last Or Is A Worse Conflict Coming?,"{""SPEAKER_02"": """", ""SPEAKER_00"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The Fox News Rundown,Evening Edition: Will The Israel-Gaza Ceasefire Last Or Is A Worse Conflict Coming?,"{""SPEAKER_02"": ""Will Cain"", ""SPEAKER_00"": ""Jimmy Fallon"", ""SPEAKER_01"": ""Rachel Campos-Duffy"", ""SPEAKER_03"": ""Trey Yain""}","{""political"": null}",5dd8ec99670d1a871b3e80a0,1
The Fox News Rundown,Evening Edition: Will The Israel-Gaza Ceasefire Last Or Is A Worse Conflict Coming?,"{""SPEAKER_02"": ""Rachele campos"", ""SPEAKER_00"": ""Will Cane"", ""SPEAKER_01"": ""Trey Inks"", ""SPEAKER_03"": ""Jimmy Fallon""}","{""political"": null}",63644514902f60174b4b29a1,0
The Fox News Rundown,Evening Edition: Will The Israel-Gaza Ceasefire Last Or Is A Worse Conflict Coming?,"{""SPEAKER_02"": ""Will Cane"", ""SPEAKER_00"": ""Jimmy Fallon"", ""SPEAKER_01"": ""Rachel Campo-Duffy"", ""SPEAKER_03"": ""Trey Yanks""}","{""political"": null}",5ddcd77f23f9f1c2c45d6c18,1
The Fox News Rundown,Evening Edition: Durham Report Sharply Criticizes FBI And DOJ,"{""SPEAKER_04"": """", ""SPEAKER_00"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The Fox News Rundown,Evening Edition: Durham Report Sharply Criticizes FBI And DOJ,"{""SPEAKER_04"": """", ""SPEAKER_00"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The Fox News Rundown,Evening Edition: Durham Report Sharply Criticizes FBI And DOJ,"{""SPEAKER_04"": """", ""SPEAKER_00"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """"}",,63fcefec094f31b9a70bc2c0,0
The Fox News Rundown,Evening Edition: Durham Report Sharply Criticizes FBI And DOJ,"{""SPEAKER_04"": ""Charles Payne"", ""SPEAKER_00"": ""Gerri Willis"", ""SPEAKER_02"": ""Eben Brown"", ""SPEAKER_01"": ""Nicole Parker"", ""SPEAKER_03"": ""Unknown""}","{""political"": null}",5ccba9db385fbf0001f55fd6,1
The Fox News Rundown,Evening Edition: Durham Report Sharply Criticizes FBI And DOJ,"{""SPEAKER_04"": ""Charles Pan, Kat Timpf, Stuart Vonney"", ""SPEAKER_00"": ""Fearless and Proud Podcast"", ""SPEAKER_02"": ""Eben Brown"", ""SPEAKER_01"": ""Nicole Parker"", ""SPEAKER_03"": ""N/A""}","{""political"": null, ""attention"": [102, 137, 168], ""feedback"": ""I did not see a SPEAKER_03 in the transcript at all. Also the program did not really identify the individual voices, so I dug to label the ones listed using the audio, and one was three people. Another was an advertisement for another podcast where she never identified herself. Thanks!""}",62ba9df7bf9e8e2ef0501f94,1
The Fox News Rundown,Evening Edition: Could The Debt Default Bring The Demise Of The Dollar?,"{""SPEAKER_00"": """", ""SPEAKER_02"": """", ""SPEAKER_03"": """", ""SPEAKER_04"": """", ""SPEAKER_01"": """"}",,63fcefec094f31b9a70bc2c0,0
The Fox News Rundown,Evening Edition: Could The Debt Default Bring The Demise Of The Dollar?,"{""SPEAKER_00"": """", ""SPEAKER_02"": """", ""SPEAKER_03"": """", ""SPEAKER_04"": """", ""SPEAKER_01"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The Fox News Rundown,Evening Edition: Could The Debt Default Bring The Demise Of The Dollar?,"{""SPEAKER_00"": ""Dana Perino"", ""SPEAKER_02"": ""Kennedy"", ""SPEAKER_03"": ""John Saucier"", ""SPEAKER_04"": ""Craig Singleton"", ""SPEAKER_01"": ""Juan Williams""}","{""political"": null, ""attention"": [83], ""feedback"": ""I think I was a bit over corrective in the first half.""}",5dd3285739bca132e4786d37,1
The Fox News Rundown,Evening Edition: Could The Debt Default Bring The Demise Of The Dollar?,"{""SPEAKER_00"": ""Dana Perino"", ""SPEAKER_02"": ""Kennedy"", ""SPEAKER_03"": ""John Saucier"", ""SPEAKER_04"": ""Craig Singleton"", ""SPEAKER_01"": ""Juan Williams""}","{""political"": null}",5fc7f6ebe65e600c28d3aa04,1
The Fox News Rundown,Evening Edition: Could The Debt Default Bring The Demise Of The Dollar?,"{""SPEAKER_00"": ""uknown"", ""SPEAKER_02"": ""uknown"", ""SPEAKER_03"": ""John Saucier"", ""SPEAKER_04"": ""Craig Singleton"", ""SPEAKER_01"": ""uknown""}","{""political"": null}",641f37e126bc408648ad6998,1
The New Abnormal,How Chasten Buttigieg Gets Revenge Against Right Wing Bigots,"{""SPEAKER_06"": """", ""SPEAKER_08"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_01"": """", ""SPEAKER_02"": """", ""SPEAKER_07"": """"}",,63fcefec094f31b9a70bc2c0,0
The New Abnormal,How Chasten Buttigieg Gets Revenge Against Right Wing Bigots,"{""SPEAKER_06"": """", ""SPEAKER_08"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_01"": """", ""SPEAKER_02"": """", ""SPEAKER_07"": """"}",,63fcefec094f31b9a70bc2c0,0
The New Abnormal,How Chasten Buttigieg Gets Revenge Against Right Wing Bigots,"{""SPEAKER_06"": ""N/A"", ""SPEAKER_08"": ""Andy Levy"", ""SPEAKER_03"": ""Danielle Moody"", ""SPEAKER_00"": ""Jesse Cannon"", ""SPEAKER_05"": ""N/A"", ""SPEAKER_04"": ""N/A"", ""SPEAKER_01"": ""Chasten Buttigieg"", ""SPEAKER_02"": ""Maggie Tokuda Hall"", ""SPEAKER_07"": ""N/A""}","{""political"": null, ""attention"": [69, 670, 628], ""feedback"": ""I wish I could jump to a specific statement to fix an error I missed instead of using forward and backward.""}",6318c6b8dd3d07c0fb9f0d18,1
The New Abnormal,How Chasten Buttigieg Gets Revenge Against Right Wing Bigots,"{""SPEAKER_06"": """", ""SPEAKER_08"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_01"": """", ""SPEAKER_02"": """", ""SPEAKER_07"": """"}","{""political"": null}",5eeaa8ee94a7f8046a02a20d,0
The New Abnormal,How Chasten Buttigieg Gets Revenge Against Right Wing Bigots,"{""SPEAKER_06"": ""unknown"", ""SPEAKER_08"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_01"": """", ""SPEAKER_02"": """", ""SPEAKER_07"": """"}","{""political"": null}",63f4232ecb9cf97c37f0d2eb,0
The New Abnormal,How Chasten Buttigieg Gets Revenge Against Right Wing Bigots,"{""SPEAKER_06"": """", ""SPEAKER_08"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_01"": """", ""SPEAKER_02"": """", ""SPEAKER_07"": """"}","{""political"": null}",5d0c565f7374b40001cef0f8,0
The New Abnormal,How Chasten Buttigieg Gets Revenge Against Right Wing Bigots,"{""SPEAKER_06"": """", ""SPEAKER_08"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_01"": """", ""SPEAKER_02"": """", ""SPEAKER_07"": """"}","{""political"": null}",591d369e88bbb500013a8517,0
The New Abnormal,How Chasten Buttigieg Gets Revenge Against Right Wing Bigots,"{""SPEAKER_06"": """", ""SPEAKER_08"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_01"": """", ""SPEAKER_02"": """", ""SPEAKER_07"": """"}","{""political"": null}",639b9ab341f4429b1b3c06a2,0
The New Abnormal,How Chasten Buttigieg Gets Revenge Against Right Wing Bigots,"{""SPEAKER_06"": ""Unknown"", ""SPEAKER_08"": ""Andy Levy"", ""SPEAKER_03"": ""Danielle Moodie"", ""SPEAKER_00"": ""Jesse Cannon"", ""SPEAKER_05"": ""Unknown"", ""SPEAKER_04"": ""Unknown"", ""SPEAKER_01"": ""Chasten Buttigieg"", ""SPEAKER_02"": ""Maggie Tokuda-Hall"", ""SPEAKER_07"": ""Unknown""}","{""political"": null, ""attention"": [91, 636, 646], ""feedback"": ""This took me more than 2.5 hours.""}",5f2a12f5837dd81e5881b7cc,1
The New Abnormal,George Santos Is the ‘Inventing Anna’ of Congress,"{""SPEAKER_01"": """", ""SPEAKER_00"": """", ""SPEAKER_16"": """", ""SPEAKER_07"": """", ""SPEAKER_02"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_05"": """", ""SPEAKER_08"": """", ""SPEAKER_10"": """", ""SPEAKER_14"": """", ""SPEAKER_03"": """", ""SPEAKER_13"": """", ""SPEAKER_09"": """", ""SPEAKER_12"": """", ""SPEAKER_15"": """", ""SPEAKER_11"": """"}",,63fcefec094f31b9a70bc2c0,0
The New Abnormal,George Santos Is the ‘Inventing Anna’ of Congress,"{""SPEAKER_01"": """", ""SPEAKER_00"": """", ""SPEAKER_16"": """", ""SPEAKER_07"": """", ""SPEAKER_02"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_05"": """", ""SPEAKER_08"": """", ""SPEAKER_10"": """", ""SPEAKER_14"": """", ""SPEAKER_03"": """", ""SPEAKER_13"": """", ""SPEAKER_09"": """", ""SPEAKER_12"": """", ""SPEAKER_15"": """", ""SPEAKER_11"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The New Abnormal,George Santos Is the ‘Inventing Anna’ of Congress,"{""SPEAKER_01"": """", ""SPEAKER_00"": """", ""SPEAKER_16"": """", ""SPEAKER_07"": """", ""SPEAKER_02"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_05"": """", ""SPEAKER_08"": """", ""SPEAKER_10"": """", ""SPEAKER_14"": """", ""SPEAKER_03"": """", ""SPEAKER_13"": """", ""SPEAKER_09"": """", ""SPEAKER_12"": """", ""SPEAKER_15"": """", ""SPEAKER_11"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The New Abnormal,George Santos Is the ‘Inventing Anna’ of Congress,"{""SPEAKER_01"": """", ""SPEAKER_00"": """", ""SPEAKER_16"": """", ""SPEAKER_07"": """", ""SPEAKER_02"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_05"": """", ""SPEAKER_08"": """", ""SPEAKER_10"": """", ""SPEAKER_14"": """", ""SPEAKER_03"": """", ""SPEAKER_13"": """", ""SPEAKER_09"": """", ""SPEAKER_12"": """", ""SPEAKER_15"": """", ""SPEAKER_11"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The New Abnormal,George Santos Is the ‘Inventing Anna’ of Congress,"{""SPEAKER_01"": ""Danielle Moody"", ""SPEAKER_00"": ""Andy Levy"", ""SPEAKER_16"": ""No idea"", ""SPEAKER_07"": ""Kaitlan Collins"", ""SPEAKER_02"": ""Jessie Canon"", ""SPEAKER_06"": ""Donald Trump"", ""SPEAKER_04"": ""Matt Gaetz"", ""SPEAKER_05"": ""Alex Coker"", ""SPEAKER_08"": ""Unidentified woman"", ""SPEAKER_10"": ""George Santos"", ""SPEAKER_14"": ""No idea"", ""SPEAKER_03"": ""Ron Desantis"", ""SPEAKER_13"": ""No idea"", ""SPEAKER_09"": ""Ron Johnson"", ""SPEAKER_12"": ""No idea"", ""SPEAKER_15"": ""No idea"", ""SPEAKER_11"": ""Marcus Flowers""}","{""political"": null, ""attention"": [419, 454, 228, 130], ""feedback"": ""I identified the speaker chronologically and not by the numbering system, which to me at least, appeared to be broken since the numbers seemed random. Also, it is quite puzzling to me that I was unable to identify 5 speakers. I listened very carefully to the podcasts so I'm not sure how I could miss so many. I found the Desantis clip a bit difficult though since there seemed to possibly be several voices that could have been different speakers. I really couldn't tell though. Also, I'm not sure what's the point of including the \""Automated Pronoun Resolution\"".""}",614f70b55373b6760cb9d5c9,1
The New Abnormal,George Santos Is the ‘Inventing Anna’ of Congress,"{""SPEAKER_01"": ""Daniele Moody"", ""SPEAKER_00"": ""Andy Levy"", ""SPEAKER_16"": """", ""SPEAKER_07"": ""Donald Trump"", ""SPEAKER_02"": ""Jesse Cannon"", ""SPEAKER_06"": ""Matt Gates"", ""SPEAKER_04"": ""Ron Johnson"", ""SPEAKER_05"": ""Maria Debartolo"", ""SPEAKER_08"": ""Kaitlin Collins"", ""SPEAKER_10"": ""Marcus Flowers"", ""SPEAKER_14"": """", ""SPEAKER_03"": ""Ron Desantis"", ""SPEAKER_13"": """", ""SPEAKER_09"": ""Unsure"", ""SPEAKER_12"": """", ""SPEAKER_15"": """", ""SPEAKER_11"": """"}","{""political"": null}",56fb36ca34a0d3000b1a5701,0
The New Abnormal,George Santos Is the ‘Inventing Anna’ of Congress,"{""SPEAKER_01"": ""unknown"", ""SPEAKER_00"": ""unknown"", ""SPEAKER_16"": ""Advertising announcer"", ""SPEAKER_07"": ""Andy Levy"", ""SPEAKER_02"": ""Danielle Moodie"", ""SPEAKER_06"": ""Andy Levy"", ""SPEAKER_04"": ""Ron DeSantis"", ""SPEAKER_05"": ""Ron DeSantis"", ""SPEAKER_08"": ""unknown"", ""SPEAKER_10"": ""unknown"", ""SPEAKER_14"": ""Alex Coker"", ""SPEAKER_03"": ""Ron Johnson"", ""SPEAKER_13"": ""Donald Trump"", ""SPEAKER_09"": ""unknown"", ""SPEAKER_12"": ""unknown"", ""SPEAKER_15"": ""George Santos"", ""SPEAKER_11"": ""Marcus Flowers""}","{""political"": null, ""attention"": [329, 292, 30, 377], ""feedback"": ""Since the attention checks did not give instructions on what to do, I put them in the transcript box. I hope that is okay, thank you.""}",60fc7d423aa600bbb01b7813,1
The New Abnormal,Florida’s House Republicans Are Even Worse Behind the Scenes,"{""SPEAKER_06"": """", ""SPEAKER_10"": """", ""SPEAKER_02"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_09"": """", ""SPEAKER_11"": """", ""SPEAKER_00"": """", ""SPEAKER_07"": """", ""SPEAKER_08"": """"}",,63fcefec094f31b9a70bc2c0,0
The New Abnormal,Florida’s House Republicans Are Even Worse Behind the Scenes,"{""SPEAKER_06"": """", ""SPEAKER_10"": """", ""SPEAKER_02"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_09"": """", ""SPEAKER_11"": """", ""SPEAKER_00"": """", ""SPEAKER_07"": """", ""SPEAKER_08"": """"}",,63fcefec094f31b9a70bc2c0,0
The New Abnormal,Florida’s House Republicans Are Even Worse Behind the Scenes,"{""SPEAKER_06"": """", ""SPEAKER_10"": """", ""SPEAKER_02"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_09"": """", ""SPEAKER_11"": """", ""SPEAKER_00"": """", ""SPEAKER_07"": """", ""SPEAKER_08"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The New Abnormal,Florida’s House Republicans Are Even Worse Behind the Scenes,"{""SPEAKER_06"": """", ""SPEAKER_10"": """", ""SPEAKER_02"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_09"": """", ""SPEAKER_11"": """", ""SPEAKER_00"": """", ""SPEAKER_07"": """", ""SPEAKER_08"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The New Abnormal,Florida’s House Republicans Are Even Worse Behind the Scenes,"{""SPEAKER_06"": """", ""SPEAKER_10"": """", ""SPEAKER_02"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_09"": """", ""SPEAKER_11"": """", ""SPEAKER_00"": """", ""SPEAKER_07"": """", ""SPEAKER_08"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
The New Abnormal,Florida’s House Republicans Are Even Worse Behind the Scenes,"{""SPEAKER_06"": """", ""SPEAKER_10"": """", ""SPEAKER_02"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_09"": """", ""SPEAKER_11"": """", ""SPEAKER_00"": """", ""SPEAKER_07"": """", ""SPEAKER_08"": """"}",,5743c964eb8ed0000ff798ac,0
The New Abnormal,Florida’s House Republicans Are Even Worse Behind the Scenes,"{""SPEAKER_06"": ""UNKNOWN"", ""SPEAKER_10"": ""Agnete"", ""SPEAKER_02"": ""Ana Eskamani"", ""SPEAKER_05"": ""UNKNOWN"", ""SPEAKER_04"": ""Andy Levy"", ""SPEAKER_03"": ""Danielle Moody"", ""SPEAKER_01"": ""UNKNOWN"", ""SPEAKER_09"": ""UNKNOWN"", ""SPEAKER_11"": ""UNKNOWN"", ""SPEAKER_00"": ""Jesse Cannon"", ""SPEAKER_07"": ""UNKNOWN"", ""SPEAKER_08"": ""UNKNOWN""}","{""political"": null}",63d7f873276db97c2fb3b00c,1
